participant_id	session	task	bids_meta.modality	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	provenance.md5sum	provenance.settings.testing	provenance.software	provenance.version	provenance.warnings.large_rot_frame	provenance.warnings.small_air_mask	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-5044	post	anat-wholebrain	T1w	0.7711	1.6887	0.6513	33097.6367	4.3242	4.3258	4.2756	4.3712	0.2249	0.4242	0.3509	0.8900	0.2799	e9ee11b11ab9144874d48c6f3fb856fd	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0366	0.0246	18.4571	9.8959	13.7307	176	224	256	4.2126	10.6811	12.5274	22.6886	38.9053	86.7652	76.0526	102.4873	1	1	1	12.3551	6.3926	4.7233	4.3117	2054770	0	13.0186	5.2462	2.5853	65.8414	406.4772	379.6239	76995	307.4021	592.6625	90.1163	-0.0313	77.9771	851.0648	846.6235	43629	727.8933	993.0025	79.2630	0.9346	40.3119	1004.1266	1000.0345	241186	939.8467	1082.9531	44.0765	0.2330	0.4957	0.5325	0.5449
sub-5045	pre	anat-wholebrain	T1w	0.6550	2.0456	0.5975	35728.2148	4.0287	4.0893	3.8771	4.1196	0.2241	0.4407	0.3352	1.2888	0.3833	92244eb7a960be6989cebbae13ac4233	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0259	0.0219	22.1740	11.7858	17.5445	176	224	256	3.1684	12.0535	12.8684	23.3833	42.2350	94.4339	83.3309	113.3238	1	1	1	23.2431	5.7812	4.4895	3.9518	1983352	0	11.9180	5.6354	63.2455	64.3547	399.2978	372.7005	44495	297.6734	587.8245	117.6310	-0.1637	69.7605	834.7618	833.3275	27620	725.1716	954.3473	69.1344	0.8231	39.4235	1000.2737	1000.0208	178819	930.2018	1069.6161	42.7663	0.2328	0.5108	0.5380	0.5590
sub-5045	post	anat-wholebrain	T1w	0.8663	1.5969	0.6116	30589.6133	4.3306	4.2383	4.3249	4.4287	0.2256	0.4266	0.3478	0.9335	0.3348	c9ae33cb83defa3cccd19b69d3e429e8	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0187	22.3785	12.0127	16.8513	176	224	256	4.0659	10.6382	11.6110	20.1290	38.6575	85.9772	75.2885	101.2309	1	1	1	15.7187	6.4718	6.3754	4.3652	2123982	0	21.5918	7.8907	1.4253	75.3216	404.1414	381.8806	42935	291.2822	598.0889	93.9207	-0.3503	83.3698	848.8495	849.3317	25144	719.7740	983.0492	79.8362	0.3908	47.1758	1003.4188	1000.0171	184790	927.6693	1090.7088	49.6804	0.2348	0.5055	0.5414	0.5342
sub-5046	pre	anat-wholebrain	T1w	0.9773	1.4741	0.5630	28561.0703	4.0607	4.1159	3.8848	4.1815	0.2093	0.4315	0.3592	0.8314	0.2708	eeaf0f5fadc822d6263b2fd41c53532d	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0108	0.0241	28.4670	14.4078	20.0990	176	224	256	4.1665	11.0262	11.5228	19.3758	36.0693	80.9629	70.3302	93.9584	1	1	1	22.3970	6.9730	4.2263	4.7032	2706341	0	14.0916	5.7105	17.8859	63.7138	406.6590	383.9052	29531	309.7833	598.2816	92.1383	-0.5348	85.0971	865.2314	861.7311	18944	741.9394	997.0485	78.1512	0.2995	50.0807	1006.0201	1000.0494	156584	931.0940	1098.6512	51.6131	0.2172	0.4896	0.5130	0.5183
sub-5046	post	anat-wholebrain	T1w	1.0890	1.3293	0.5829	28476.6719	4.0572	4.0965	3.9048	4.1704	0.2089	0.4301	0.3609	1.1262	0.3486	78a37ec3980658071ade4e94f1d25e9e	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0223	28.5938	14.4342	19.9273	176	224	256	4.0954	10.2599	11.6213	20.5087	38.1021	84.8521	73.5104	97.5769	1	1	1	9.9801	6.7143	7.1700	4.5540	2429999	0	22.6604	7.9816	21.8917	72.2496	411.7299	390.4973	28956	304.6933	604.6612	95.3486	-0.6543	96.0713	872.4368	869.6243	18924	740.7807	1012.9093	84.7573	0.5261	45.9430	1004.2228	1000.0369	157818	931.0843	1090.6863	48.7614	0.2174	0.4927	0.5185	0.5944
sub-5047	pre	anat-wholebrain	T1w	0.7034	1.9192	0.6482	30797.8965	4.1981	4.1786	4.2181	4.1977	0.2025	0.4313	0.3662	1.1287	0.3142	b05fff8342fe1c1be3133b135b0d7660	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0043	0.0236	20.5314	10.2543	14.0191	176	224	256	4.2443	12.1213	14.2700	26.4444	34.7679	84.2321	72.8069	99.4208	1	1	1	13.9315	6.5898	3.9666	4.4447	1852004	0	13.2671	4.6170	6.4681	37.3615	376.4667	349.7164	64177	303.0158	564.9268	82.3952	-0.2622	72.1777	849.8889	847.2576	38839	739.6528	969.2850	69.8973	0.6992	35.2865	1001.6465	1000.0350	241544	942.9261	1066.5659	37.8164	0.2355	0.5124	0.5403	0.5086
sub-5047	post	anat-wholebrain	T1w	0.8344	1.6110	0.6629	36897.9219	4.1830	4.1224	4.2038	4.2227	0.2006	0.4307	0.3687	1.1633	0.3430	7ede0ebc955be2c7815357ff9c797300	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0076	0.0046	20.8586	10.2928	13.8769	176	224	256	3.7991	11.0385	12.6602	23.1429	38.8420	94.5108	81.2239	110.3190	1	1	1	14.5298	5.9388	3.9196	4.0056	1596828	0	12.1094	4.6084	5.0250	42.7562	384.4993	352.0998	62727	301.6804	602.4405	92.6794	-0.2087	79.3106	861.4059	856.7336	38996	741.6984	996.7539	77.6125	0.9713	40.2574	1002.7086	1000.0341	244147	936.8124	1077.2403	43.2111	0.2333	0.5098	0.5373	0.5054
sub-5048	pre	anat-wholebrain	T1w	0.5696	2.2296	0.6237	39270.6406	4.0700	3.9897	4.1238	4.0966	0.1846	0.4283	0.3871	0.7555	0.1998	3fed80615ae2687af3c7c507b81ad1b7	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0052	0.0784	22.0031	10.4205	13.6164	176	224	256	3.2615	12.6758	15.0606	29.2445	47.0594	96.5178	86.4156	115.6696	1	1	1	4.7922	5.6640	3.3022	3.8203	1693305	0	7.8164	3.5107	1.6783	110.2637	438.1617	406.8547	28950	293.9202	680.3009	124.7429	-0.0069	63.9921	837.4094	834.4505	36241	731.0455	950.4965	65.8296	1.7199	30.3177	1002.4597	1000.0286	247644	951.5193	1061.2932	34.1954	0.2288	0.5137	0.5623	0.5409
sub-5049	pre	anat-wholebrain	T1w	0.7023	1.9059	0.5919	25690.1328	4.0749	4.0076	4.1454	4.0718	0.1875	0.4439	0.3686	0.8792	0.2646	84d183e81524cc1d7409986693a3f67a	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0095	0.0041	28.9415	13.3673	18.5125	176	224	256	3.6563	11.5801	13.2455	24.5001	46.3225	79.2711	73.2885	94.2719	1	1	1	28.5837	6.9497	4.5064	4.6875	2332030	0	14.0585	5.6309	-0.7799	171.2082	500.4368	491.3878	22669	309.0118	711.2234	134.3916	0.0232	73.3186	843.8851	840.9055	27758	732.7588	972.0677	72.6153	0.8345	38.4322	1004.0103	1000.0345	175558	944.7300	1077.0777	40.8175	0.2280	0.5234	0.5516	0.6104
sub-5049	post	anat-wholebrain	T1w	0.7516	1.8055	0.5737	35861.5000	4.1923	4.0920	4.3627	4.1221	0.1880	0.4409	0.3712	1.5527	0.5129	48de994ef689db841eb4c1269d7d39c3	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0553	0.0129	28.6865	13.3031	18.1668	176	224	256	3.6498	10.6760	11.4944	20.1573	54.7991	92.1198	85.8497	110.6303	1	1	1	24.5147	5.9220	4.5616	3.9943	2640027	0	16.0153	6.6315	0.8645	156.6175	511.4014	495.3487	22518	318.9187	733.8930	135.7163	-0.1046	78.9379	839.3491	832.7042	28412	723.0802	979.1715	77.9963	0.7188	46.8153	1006.8060	1000.0278	176050	936.7149	1096.9725	49.6111	0.2257	0.5212	0.5502	0.6363
sub-5050	pre	anat-wholebrain	T1w	0.7904	1.7409	0.6561	7357.7964	4.5546	4.4422	4.6193	4.6022	0.2098	0.4423	0.3479	1.1448	0.4470	6600557596e360b9a4ea2b8393612153	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0001	0.0153	19.4902	9.6530	13.6410	176	224	256	3.6505	11.8997	11.0389	17.5665	42.6079	78.9504	71.8336	93.9425	1	1	1	15.4626	6.9741	9.7402	4.7039	2355481	0	33.9698	13.2337	43.7984	109.4455	467.4546	453.5708	71894	309.5894	663.9311	124.2473	-0.3030	73.8223	841.6619	840.4438	46867	728.6908	960.7550	70.6264	1.7137	52.3139	1006.4007	1000.0385	229610	926.6969	1106.4718	56.9288	0.2012	0.5099	0.5311	0.5452
sub-5050	post	anat-wholebrain	T1w	0.8629	1.5650	0.6830	1787.2594	4.3488	4.2803	4.3658	4.4002	0.2035	0.4283	0.3681	1.2023	0.4895	c4c3b00028ae1368640532c6d18e1ffd	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0092	20.2016	9.9330	13.1227	176	224	256	3.7987	11.3321	10.2119	15.5047	20.4014	38.3640	34.7940	45.6165	1	1	1	7.8652	14.3622	23.1147	14.4581	1917589	0	71.5798	25.5598	19.7428	104.7049	463.1965	447.2484	50264	306.8295	668.0863	117.7352	-0.1913	75.7965	844.4518	841.0338	30552	728.5706	972.9970	74.2157	1.2909	61.4038	1007.6442	1000.0271	234002	917.1361	1121.2272	64.4981	0.2052	0.4975	0.5263	0.5376
sub-5051	pre	anat-wholebrain	T1w	0.7257	1.9126	0.6712	7022.2939	4.3850	4.2801	4.3724	4.5025	0.2018	0.4165	0.3817	1.1117	0.3893	8fede0cb36b6cf7b209feb5f848697de	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0054	22.1917	11.1663	14.2649	176	224	256	4.1067	10.6180	11.8369	20.7860	38.3418	79.5067	71.4611	96.5348	1	1	1	18.3635	6.7867	10.2485	4.5776	2121439	0	36.3899	13.2135	1.4787	80.8936	414.7200	397.1910	38338	290.7778	608.8504	96.7158	-0.3073	82.7813	829.5067	823.6264	28543	713.9852	965.0247	77.5674	0.6039	45.2360	1003.8315	1000.0243	241827	931.5906	1089.1843	48.1104	0.2250	0.5059	0.5570	0.5572
sub-5051	post	anat-wholebrain	T1w	0.7985	1.7059	0.6972	1458.1217	4.4830	4.3555	4.5092	4.5842	0.2225	0.3914	0.3860	1.3058	0.4658	b82a077e952291c164956f590a8cd77e	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0133	20.5216	11.1506	13.3328	176	224	256	3.9570	10.6462	9.5388	14.0133	19.5791	36.0812	33.2773	44.1717	1	1	1	13.7226	14.8323	18.4256	10.0131	2101456	0	64.7050	23.4358	0.1213	111.9003	448.7152	443.2711	60573	274.9115	639.9846	112.0209	-0.2626	80.8382	820.4854	816.8788	19722	701.9964	952.3926	76.7274	1.3440	65.4248	1010.3005	1000.0479	227744	912.9243	1142.4694	71.3641	0.2151	0.4810	0.5445	0.5689
sub-5052	pre	anat-wholebrain	T1w	0.7102	1.9433	0.6401	32437.9863	4.0878	4.0562	4.0822	4.1249	0.2099	0.4447	0.3453	1.4097	0.4930	db19c0061fa0797920668f59bedd2b01	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0495	0.0032	25.0599	12.4059	17.7332	176	224	256	3.8252	12.6359	11.5811	18.2820	42.3052	85.9535	77.1707	103.2535	1	1	1	21.6113	6.3452	6.0136	4.2797	2030638	0	25.4873	10.1046	6.5747	91.3756	435.9438	409.7368	30726	306.6271	643.4178	107.1121	-0.0870	67.3484	831.8090	832.4813	29013	724.6865	940.1933	65.8810	0.6039	51.6490	1001.4076	1000.0359	168795	912.3896	1092.5474	54.7003	0.2136	0.5059	0.5280	0.5063
sub-5052	post	anat-wholebrain	T1w	0.8039	1.7943	0.6457	31533.2734	4.1650	4.0888	4.2499	4.1563	0.2084	0.4516	0.3400	1.1673	0.4295	2aff8cf94c89030c8047229f38677f0c	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0295	0.0065	25.1788	12.3590	18.1852	176	224	256	3.9707	12.2781	11.5676	18.4541	42.3638	85.9155	76.7530	101.9797	1	1	1	23.1864	6.4244	5.6913	4.3332	1992447	0	21.3810	7.9267	0.7450	89.5575	440.1371	415.4265	32234	309.8560	647.8894	104.6202	-0.3998	73.7453	841.3181	842.5014	33413	729.2455	952.7060	68.6172	0.0824	52.8941	998.5361	1000.0291	168878	905.5729	1085.7498	54.1901	0.2146	0.5091	0.5238	0.5891
sub-5053	pre	anat-wholebrain	T1w	0.7142	1.9317	0.6425	45357.3281	4.4151	4.3557	4.4797	4.4099	0.2358	0.4210	0.3432	1.3060	0.4614	fb1c7f71a71fd31316543351b8ea6eaf	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0355	0.0027	19.8346	11.0382	15.5460	176	224	256	4.3824	11.8812	11.8463	19.2753	47.8365	101.9432	90.8100	122.6501	1	1	1	31.2601	5.3416	4.6643	3.6029	2113657	0	17.7286	7.3039	1.3220	76.3660	406.2488	390.0327	56820	291.6091	579.7749	88.9994	-0.1900	71.3905	831.0737	831.1888	26186	716.8324	946.9489	69.9568	0.3798	49.1880	1000.1031	1000.0218	194445	915.0621	1085.1489	51.8809	0.2167	0.4806	0.5094	0.6262
sub-5053	post	anat-wholebrain	T1w	0.6368	2.0743	0.6636	13336.9639	4.2910	4.3082	4.2381	4.3266	0.2311	0.4320	0.3369	1.1849	0.4263	18a1f1c83b7792857f41afe632e976b7	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0056	20.2547	10.9012	15.7009	176	224	256	4.4927	12.3963	12.3266	20.0907	48.9107	108.3149	96.0668	130.9747	1	1	1	13.5281	5.0021	4.8791	3.3739	1706134	0	13.7190	5.3746	1.8350	67.9751	392.1248	373.4460	60147	294.1540	559.0082	83.1228	0.2116	63.0947	830.7391	827.0129	29046	727.7587	950.4110	66.7131	0.4854	47.0760	1002.0464	1000.0262	193267	922.6681	1085.5302	49.7755	0.2171	0.4844	0.5097	0.5540
sub-5054	pre	anat-wholebrain	T1w	0.6558	2.0576	0.6129	8658.2480	4.2674	4.2030	4.3244	4.2748	0.1755	0.4374	0.3871	1.0697	0.3585	5d2516ed54ad3ab2cda54e246602effa	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0202	24.5853	10.8652	14.1010	176	224	256	3.2326	12.0430	12.0953	21.0101	44.6299	87.5159	79.3360	105.8623	1	1	1	19.5769	6.1888	8.0585	4.1743	2254178	0	28.9795	10.8084	-0.1259	121.4358	455.8670	421.5984	27498	289.4596	695.5529	130.4179	-0.0792	70.4546	831.2780	826.7234	32945	727.3789	951.5178	68.6465	0.8608	43.2081	1001.3292	1000.0331	240261	924.4227	1081.7360	47.5975	0.2189	0.5111	0.5428	0.6958
sub-5054	post	anat-wholebrain	T1w	0.5509	2.3656	0.5842	39291.1641	4.1262	4.0560	4.1606	4.1620	0.1626	0.4512	0.3862	0.9472	0.2793	d9c6000e65870ea02c9988890bc83fcb	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0211	0.0258	26.0970	10.7768	14.3787	176	224	256	2.9712	12.4083	13.1353	24.0264	45.5068	94.2765	85.1225	115.5844	1	1	1	13.0879	5.6682	3.9344	3.8671	2383717	0	11.5662	4.4422	34.6877	80.7837	432.3636	393.7205	18962	299.0021	668.7187	132.5100	0.1401	64.6400	820.5364	815.6714	41565	722.2053	939.8853	65.7352	0.8176	36.9118	1000.1042	1000.0258	243479	929.5559	1068.0799	41.6219	0.2250	0.5215	0.5528	0.6966
sub-5056	pre	anat-wholebrain	T1w	0.6763	1.9406	0.6182	34040.8320	4.1724	4.1725	4.1232	4.2215	0.1906	0.4420	0.3674	1.2932	0.4827	dcf4e302a52b69d8169a3141ad56a52c	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0828	0.0047	25.1989	11.6894	15.9237	176	224	256	3.7857	11.2423	10.7513	17.2257	43.0600	84.3834	76.8491	103.1038	1	1	1	27.0673	6.3543	5.3043	4.2859	2128897	0	21.3899	9.1931	0.7896	95.7986	440.7573	417.6465	21576	298.8778	658.1868	110.3186	0.3866	69.7722	827.6046	818.4489	22961	723.5161	962.8815	72.7991	1.5959	53.0218	1003.8636	1000.0211	188286	916.1027	1104.2491	58.0539	0.2221	0.5093	0.5341	0.5673
sub-5056	post	anat-wholebrain	T1w	0.8235	1.6912	0.6107	31900.1152	4.2282	4.1743	4.2290	4.2814	0.1988	0.4497	0.3515	1.4287	0.5057	42fb3dee301d2b9bfde300adcc51f9ee	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0385	0.0144	24.1987	11.5181	16.5563	176	224	256	3.7547	11.7137	11.4600	18.9116	41.8633	83.9311	74.9270	98.9866	1	1	1	20.6975	6.6188	5.1154	4.4643	2492175	0	17.7948	7.2681	1.2480	91.2038	447.2695	422.9408	26750	305.2534	674.3475	112.6399	-0.1912	74.7170	853.3136	847.9481	32247	744.9197	981.8802	72.3886	0.6634	50.5346	1002.9134	1000.0529	183648	922.3222	1093.8050	52.8802	0.2206	0.5144	0.5317	0.6199
sub-5058	pre	anat-wholebrain	T1w	0.8305	1.6700	0.6637	9146.4219	4.2134	4.1878	4.1744	4.2780	0.2034	0.4335	0.3631	1.1845	0.4237	9e6eec979f510b67abddfad63e05b785	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0125	21.4508	10.6267	14.5638	176	224	256	3.5313	11.3068	11.7250	20.3369	45.6318	91.4609	81.6000	107.7072	1	1	1	12.4738	6.0827	8.3890	4.1027	2015302	0	28.2966	10.0030	21.9631	109.3867	448.3297	423.6774	30567	299.5737	665.0413	119.9753	-0.3260	78.4042	851.2200	849.1854	27680	732.2752	979.0589	75.1023	0.4357	46.8659	1003.8089	1000.0278	215213	929.2526	1090.0453	49.1730	0.2113	0.5001	0.5334	0.4735
sub-5058	post	anat-wholebrain	T1w	0.7758	1.7607	0.6359	30348.0137	4.2072	4.1774	4.1686	4.2757	0.1994	0.4395	0.3611	1.0804	0.3846	2804163db88a568625a1cec6d2f82df9	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0245	0.0097	21.7868	10.5036	14.5686	176	224	256	3.4920	11.4717	11.8438	20.5676	40.0507	81.8396	72.9398	96.9290	1	1	1	13.4974	6.7591	5.3116	4.5590	2332420	0	13.8994	6.0827	23.2389	92.5607	444.8268	413.2085	35727	314.4738	668.4020	118.3300	-0.1008	75.2110	847.4940	844.3512	32101	733.6601	976.7068	73.6018	0.6898	45.5590	1004.0611	1000.0300	217871	931.7644	1090.9291	48.6215	0.2074	0.5015	0.5301	0.6201
sub-5059	pre	anat-wholebrain	T1w	0.5597	2.4280	0.6745	8757.0010	4.0561	3.9680	4.0985	4.1019	0.1709	0.4670	0.3621	1.3037	0.4381	78b5323cbc8adce85b494185de3a85a9	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0148	21.9219	9.0011	12.7412	176	224	256	2.5918	11.5811	11.8287	21.3133	48.1285	86.1179	80.7639	108.0453	1	1	1	11.3586	6.0637	5.9106	4.0899	2068139	0	20.2605	6.9725	29.5894	141.9957	484.3000	445.4619	34271	307.3223	715.7377	171.8736	0.1536	70.1862	804.8669	797.0790	50895	705.7407	926.4888	68.8254	0.8877	43.4128	1002.4298	1000.0320	245008	930.4315	1082.5989	46.9204	0.2222	0.5145	0.5232	0.4757
sub-5059	post	anat-wholebrain	T1w	0.5258	2.5175	0.6144	26899.4258	4.2043	4.1434	4.2507	4.2187	0.1728	0.4684	0.3588	1.0715	0.3588	6511ef734f3c66806f3be60090f115c6	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0034	0.0177	21.6181	8.8773	12.6117	176	224	256	3.5533	11.5339	12.2039	21.5244	43.1142	75.1053	71.0539	94.9423	1	1	1	19.2279	6.9005	3.9160	4.6543	3407763	0	13.9122	5.0462	8.8394	127.9806	477.4375	454.1194	47551	316.2244	699.7073	127.8016	0.4243	67.9667	800.0511	791.0804	60589	703.6169	923.3456	68.5869	0.6752	41.8862	1002.9388	1000.0220	248022	930.9349	1084.2535	46.4597	0.2203	0.5180	0.5234	0.6109
sub-5060	pre	anat-wholebrain	T1w	0.5111	2.5129	0.6186	39910.6875	4.2782	4.2253	4.3075	4.3017	0.2201	0.4261	0.3538	0.8840	0.2171	808259403c5eb1fc1b8ba0247229b818	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0144	0.0081	20.7894	10.9074	14.9591	176	224	256	4.6678	12.6573	15.7513	29.9289	43.0668	101.4635	89.5910	124.2428	1	1	1	275.2714	5.2732	3.7330	3.5567	1940577	0	10.7279	6.6567	4.8026	47.7417	367.7487	346.6426	65999	289.6073	524.3338	74.2619	-0.0076	63.8720	820.8474	816.6743	35341	721.6992	934.3049	64.5209	1.0100	29.8363	1000.8373	1000.0234	212101	947.5831	1056.7777	33.4132	0.2275	0.4845	0.5100	0.6699
sub-5060	post	anat-wholebrain	T1w	0.5095	2.4965	0.5961	45235.6836	4.3667	4.2937	4.4677	4.3388	0.2236	0.4197	0.3566	1.0216	0.2556	40ee8aa348077ca8962bc72b067562b0	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0321	0.0147	20.4747	10.9749	14.8235	176	224	256	4.5856	12.4323	14.8732	27.6016	45.6896	106.3777	94.3045	130.8462	1	1	1	48.9312	5.0071	3.2275	3.3772	2258148	0	10.1769	4.7083	2.9275	50.4501	371.7815	349.1968	69447	290.8569	531.8585	76.1494	0.1795	62.5260	818.7643	813.0240	28625	721.0905	938.0114	65.3951	0.8790	32.7618	1000.4456	1000.0325	210804	941.3341	1060.0886	36.2308	0.2280	0.4831	0.5097	0.7323
sub-5061	pre	anat-wholebrain	T1w	0.4930	2.6103	0.6066	42448.5742	4.1034	4.0445	4.1170	4.1487	0.1787	0.4416	0.3798	1.0104	0.2756	1b425244321e5b0168fa0d39fa38b775	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0163	0.0567	23.9973	10.8419	14.6072	176	224	256	2.8228	13.7906	14.8646	27.9803	48.9858	99.2837	89.8389	121.2471	1	1	1	6.1072	5.4034	3.2876	3.6731	1829660	0	10.9661	3.5751	15.3851	112.8736	443.6116	404.0258	28983	294.0462	669.7340	143.1249	0.2088	58.0212	821.3832	818.8740	41405	729.1801	924.6880	59.3784	1.0054	31.2857	1001.2395	1000.0240	245123	944.0157	1061.3367	35.7402	0.2520	0.5335	0.5722	0.6097
sub-5061	post	anat-wholebrain	T1w	0.5840	2.2478	0.5944	45003.6758	4.2374	4.1460	4.2749	4.2913	0.1836	0.4362	0.3802	1.1515	0.3533	ff5b7bea66bbe5a9cb477aa11226ca16	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0232	0.0487	23.5312	10.8748	14.4670	176	224	256	3.4705	12.9300	13.3513	23.6533	51.2590	100.8959	91.3678	121.9484	1	1	1	127.7537	5.3724	2.9498	3.6236	2156609	0	10.8773	4.0973	2.8846	116.8314	448.1116	420.3460	34889	298.2993	666.2952	121.1172	0.0889	62.2794	829.6551	827.3903	40292	729.1461	942.0440	63.9891	1.0275	38.5387	1001.2786	1000.0292	249043	933.2426	1071.2193	42.2785	0.2447	0.5281	0.5661	0.7485
sub-5062	pre	anat-wholebrain	T1w	0.7744	1.7916	0.6277	2270.6282	4.3713	4.2983	4.3950	4.4207	0.2093	0.4199	0.3708	1.4176	0.5049	c0fb286b85af5e97a5b70ddab604d919	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0000	0.0134	24.0941	12.4289	16.3379	176	224	256	4.1957	12.1980	11.3552	17.6718	27.0082	45.9485	42.6147	54.8874	1	1	1	10.0923	11.9365	16.4272	8.3485	1799544	0	52.7683	18.7294	-0.0864	131.8786	496.4474	492.0883	29060	319.2302	693.1134	117.2815	-0.2208	72.4843	841.5834	837.1787	19697	737.1230	958.5354	68.6306	1.0813	53.6385	1003.9827	1000.0441	195982	919.3927	1101.9877	56.5898	0.2355	0.5085	0.5535	0.4980
sub-5062	post	anat-wholebrain	T1w	0.5734	2.4210	0.5811	29564.2129	4.0456	4.0184	3.9226	4.1959	0.1920	0.4398	0.3682	0.7953	0.2445	44c5e968d09fc0da9f5d23f2eaa825b0	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0248	0.0308	25.8908	12.3886	17.0637	176	224	256	3.4100	13.2067	14.0032	25.3930	39.8717	80.9482	73.1278	98.5634	1	1	1	23.6062	6.6470	4.2371	4.4833	2264702	0	13.5065	5.6040	0.1317	105.8949	437.3385	404.5367	19755	297.0718	672.7212	118.6308	-0.2594	65.4174	824.6634	821.2964	26907	730.3888	932.7311	62.1865	0.7822	37.0672	1000.7913	1000.0193	199067	938.2080	1065.5966	39.3815	0.2381	0.5247	0.5640	0.5297
sub-5063	pre	anat-wholebrain	T1w	0.6936	2.0004	0.5806	31321.0410	4.0447	3.9724	4.1531	4.0087	0.1677	0.4601	0.3722	0.9463	0.3044	ce0d07516bf6d7e4b2a96de3c092f453	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0357	0.0109	31.8241	13.2090	18.4416	176	224	256	3.5862	11.3457	11.9640	20.9602	46.2924	84.0995	77.4201	101.8685	1	1	1	13.6733	6.4313	4.6648	4.3379	2179206	0	13.1219	5.7291	-0.0589	144.3563	476.6903	454.4425	14023	306.0934	691.3792	126.7163	-0.3942	77.3688	829.5331	825.5869	28781	717.9248	953.9981	72.7652	0.2597	43.6225	1000.2646	1000.0212	162616	917.6067	1079.4653	47.7103	0.2179	0.5219	0.5342	0.6112
sub-5063	post	anat-wholebrain	T1w	0.7981	1.7536	0.5641	31474.4805	4.0169	3.9278	4.1436	3.9792	0.1734	0.4562	0.3705	1.5547	0.4747	efbb79bf07dd1f624e869351911071c6	FALSE	mriqc	0.15.1	TRUE	FALSE	0.0053	0.0055	30.9410	13.2756	18.5425	176	224	256	3.5263	11.6143	11.8118	20.2948	46.0001	85.3795	77.4629	101.0089	1	1	1	450.4634	6.4861	4.4469	4.3748	2794338	0	13.3247	7.8315	-0.5376	139.2088	484.1821	455.4224	16016	312.0246	708.5603	129.1458	-0.3941	77.4701	848.1229	845.2963	28007	734.5310	971.3578	72.7796	0.4434	46.0322	1002.7977	1000.0341	161291	924.4333	1087.9064	49.2753	0.2198	0.5195	0.5338	0.6660
